"Customer ID","cohort_month","Country","Number of unique Invoice","recency","frequency","monetary","r_score","f_score","m_score"
16429.0,2011-08-01 00:00:00.000,United Kingdom,1,"105 days 22:56:00",2,284.55,3,1,2
16859.0,2010-03-01 00:00:00.000,United Kingdom,10,"105 days 22:38:00",130,1657.74,3,4,4
14055.0,2009-12-01 00:00:00.000,United Kingdom,3,"105 days 21:46:00",33,1520.96,3,2,4
12624.0,2011-06-01 00:00:00.000,France,2,"105 days 21:46:00",38,641.13,3,3,3
12715.0,2011-08-01 00:00:00.000,Sweden,1,"105 days 21:28:00",21,353.86,3,2,2
15663.0,2011-08-01 00:00:00.000,United Kingdom,1,"105 days 21:00:00",9,138.14,3,1,1
18200.0,2011-08-01 00:00:00.000,United Kingdom,1,"105 days 18:05:00",32,163.80,3,2,1
17189.0,2009-12-01 00:00:00.000,United Kingdom,5,"105 days 17:11:00",123,957.63,3,4,3
13003.0,2011-05-01 00:00:00.000,United Kingdom,3,"105 days 02:00:00",6,149.05,3,1,1
17146.0,2010-02-01 00:00:00.000,United Kingdom,16,"105 days 00:06:00",309,5795.99,3,5,5
16641.0,2010-01-01 00:00:00.000,United Kingdom,2,"105 days 00:01:00",36,554.50,3,2,2
13489.0,2011-02-01 00:00:00.000,United Kingdom,4,"104 days 23:34:00",14,449.52,3,1,2
15641.0,2009-12-01 00:00:00.000,United Kingdom,12,"104 days 22:46:00",311,5345.55,3,5,5
15074.0,2010-08-01 00:00:00.000,United Kingdom,3,"104 days 22:05:00",73,1566.33,3,3,4
15569.0,2010-02-01 00:00:00.000,United Kingdom,10,"103 days 02:35:00",142,3586.35,3,4,5
14472.0,2010-01-01 00:00:00.000,United Kingdom,9,"103 days 01:49:00",333,2228.22,3,5,4
13301.0,2011-02-01 00:00:00.000,United Kingdom,4,"103 days 01:25:00",81,618.09,3,4,3
15325.0,2010-02-01 00:00:00.000,United Kingdom,9,"103 days 00:55:00",226,1596.81,3,5,4
15095.0,2010-01-01 00:00:00.000,United Kingdom,11,"103 days 00:49:00",126,3135.74,3,4,5
16816.0,2010-12-01 00:00:00.000,United Kingdom,4,"102 days 22:34:00",28,417.06,3,2,2
13778.0,2010-05-01 00:00:00.000,United Kingdom,5,"102 days 21:25:00",45,1116.54,3,3,3
16806.0,2011-04-01 00:00:00.000,United Kingdom,4,"102 days 21:23:00",103,801.49,3,4,3
12814.0,2011-08-01 00:00:00.000,Poland,1,"101 days 00:39:00",2,125.92,3,1,1
14078.0,2010-03-01 00:00:00.000,United Kingdom,9,"101 days 00:34:00",163,1692.63,3,4,4
15866.0,2011-08-01 00:00:00.000,United Kingdom,1,"100 days 22:41:00",45,230.53,3,3,1
17298.0,2010-03-01 00:00:00.000,United Kingdom,6,"100 days 20:07:00",71,952.52,3,3,3
16083.0,2010-11-01 00:00:00.000,United Kingdom,4,"100 days 02:03:00",71,2351.42,3,3,4
15596.0,2010-07-01 00:00:00.000,United Kingdom,16,"100 days 01:55:00",187,3023.59,3,5,5
14513.0,2010-05-01 00:00:00.000,United Kingdom,7,"100 days 01:25:00",25,770.91,3,2,3
17747.0,2011-08-01 00:00:00.000,United Kingdom,2,"99 days 23:21:00",2,64.65,3,1,1
17320.0,2010-01-01 00:00:00.000,United Kingdom,6,"99 days 23:19:00",174,2895.77,3,4,5
17588.0,2010-03-01 00:00:00.000,United Kingdom,9,"99 days 23:13:00",75,2901.65,3,3,5
15260.0,2009-12-01 00:00:00.000,United Kingdom,30,"99 days 22:55:00",404,9098.38,3,5,5
13466.0,2010-03-01 00:00:00.000,United Kingdom,7,"99 days 21:21:00",59,952.25,3,3,3
16780.0,2010-10-01 00:00:00.000,United Kingdom,3,"99 days 20:41:00",99,605.55,3,4,3
15625.0,2010-06-01 00:00:00.000,United Kingdom,14,"99 days 20:37:00",177,3203.25,3,4,5
16180.0,2010-06-01 00:00:00.000,United Kingdom,16,"99 days 20:22:00",347,16170.27,3,5,5
13631.0,2011-03-01 00:00:00.000,United Kingdom,12,"99 days 02:53:00",12,3021.77,3,1,5
12436.0,2011-09-01 00:00:00.000,Norway,1,"99 days 00:41:00",16,509.01,3,1,2
16456.0,2010-03-01 00:00:00.000,United Kingdom,14,"98 days 23:00:00",416,6185.41,3,5,5
13470.0,2011-08-01 00:00:00.000,United Kingdom,2,"98 days 21:53:00",10,165.00,3,1,1
13045.0,2010-08-01 00:00:00.000,United Kingdom,3,"98 days 21:46:00",45,808.92,3,3,3
13376.0,2011-04-01 00:00:00.000,United Kingdom,3,"98 days 20:34:00",53,1019.76,3,3,3
15829.0,2011-07-01 00:00:00.000,United Kingdom,2,"98 days 20:05:00",51,636.14,3,3,3
13099.0,2011-09-01 00:00:00.000,United Kingdom,1,"98 days 19:10:00",1,207.36,3,1,1
16808.0,2011-03-01 00:00:00.000,United Kingdom,2,"98 days 17:16:00",23,288.42,3,2,2
14436.0,2010-06-01 00:00:00.000,United Kingdom,2,"98 days 02:37:00",11,271.70,3,1,2
18027.0,2011-09-01 00:00:00.000,United Kingdom,1,"98 days 02:12:00",21,115.31,3,2,1
16092.0,2010-05-01 00:00:00.000,United Kingdom,10,"98 days 01:04:00",94,1515.49,3,4,4
18087.0,2009-12-01 00:00:00.000,United Kingdom,21,"97 days 21:38:00",95,14411.62,3,4,5
14463.0,2010-07-01 00:00:00.000,United Kingdom,4,"97 days 21:30:00",8,786.57,3,1,3
14171.0,2009-12-01 00:00:00.000,United Kingdom,2,"97 days 20:07:00",64,498.79,3,3,2
16761.0,2011-09-01 00:00:00.000,United Kingdom,1,"96 days 01:35:00",13,316.62,3,1,2
12710.0,2011-05-01 00:00:00.000,Germany,4,"96 days 00:50:00",79,1130.57,3,4,3
12851.0,2010-08-01 00:00:00.000,United Kingdom,2,"96 days 00:09:00",80,284.13,3,4,2
17774.0,2010-02-01 00:00:00.000,United Kingdom,13,"96 days 00:01:00",414,2945.70,3,5,5
14965.0,2011-09-01 00:00:00.000,United Kingdom,2,"95 days 23:30:00",83,599.00,3,4,3
17050.0,2010-01-01 00:00:00.000,United Kingdom,12,"95 days 23:02:00",358,4391.66,3,5,5
17229.0,2011-07-01 00:00:00.000,United Kingdom,2,"95 days 22:54:00",47,318.76,3,3,2
13240.0,2010-02-01 00:00:00.000,United Kingdom,9,"95 days 22:42:00",232,1661.17,3,5,4
13548.0,2010-08-01 00:00:00.000,United Kingdom,3,"95 days 22:00:00",187,908.99,3,5,3
17722.0,2010-11-01 00:00:00.000,United Kingdom,7,"95 days 21:28:00",224,4386.96,3,5,5
16551.0,2009-12-01 00:00:00.000,United Kingdom,7,"95 days 03:12:00",88,2237.12,3,4,4
13748.0,2009-12-01 00:00:00.000,United Kingdom,9,"95 days 03:05:00",59,2268.35,3,3,4
15364.0,2011-03-01 00:00:00.000,United Kingdom,2,"95 days 03:04:00",29,913.19,3,2,3
12422.0,2009-12-01 00:00:00.000,Switzerland,21,"95 days 03:02:00",176,4119.35,3,4,5
15307.0,2011-09-01 00:00:00.000,United Kingdom,1,"95 days 01:12:00",12,205.30,3,1,1
12502.0,2011-02-01 00:00:00.000,Spain,5,"95 days 00:58:00",147,3723.87,3,4,5
16820.0,2011-09-01 00:00:00.000,United Kingdom,1,"95 days 00:44:00",26,497.61,3,2,2
13851.0,2010-01-01 00:00:00.000,United Kingdom,9,"95 days 00:14:00",141,4516.76,3,4,5
14565.0,2010-08-01 00:00:00.000,United Kingdom,7,"95 days 00:13:00",162,3833.87,3,4,5
12816.0,2011-06-01 00:00:00.000,Poland,2,"95 days 00:09:00",29,572.20,3,2,2
16172.0,2010-07-01 00:00:00.000,United Kingdom,8,"94 days 23:28:00",113,1884.55,3,4,4
13192.0,2010-01-01 00:00:00.000,United Kingdom,8,"94 days 22:37:00",165,2544.53,3,4,4
13744.0,2011-02-01 00:00:00.000,United Kingdom,2,"94 days 21:31:00",72,1156.36,3,3,3
17309.0,2010-02-01 00:00:00.000,United Kingdom,3,"94 days 21:30:00",37,330.59,3,2,2
15491.0,2011-04-01 00:00:00.000,United Kingdom,7,"94 days 20:54:00",155,3090.85,3,4,5
18196.0,2010-03-01 00:00:00.000,United Kingdom,4,"94 days 20:28:00",281,1464.31,3,5,4
17560.0,2010-02-01 00:00:00.000,United Kingdom,9,"94 days 03:32:00",56,1895.80,3,3,4
13158.0,2010-11-01 00:00:00.000,United Kingdom,5,"94 days 00:52:00",100,1508.18,3,4,4
16400.0,2009-12-01 00:00:00.000,United Kingdom,9,"94 days 00:23:00",281,3159.44,3,5,5
14208.0,2010-06-01 00:00:00.000,United Kingdom,2,"94 days 00:02:00",35,567.05,3,2,2
15462.0,2010-09-01 00:00:00.000,United Kingdom,4,"93 days 23:39:00",41,737.05,3,3,3
17339.0,2010-07-01 00:00:00.000,United Kingdom,4,"93 days 23:21:00",15,303.36,3,1,2
16175.0,2010-05-01 00:00:00.000,United Kingdom,7,"93 days 22:18:00",98,1836.44,3,4,4
13130.0,2011-09-01 00:00:00.000,United Kingdom,1,"93 days 21:20:00",2,64.00,3,1,1
13122.0,2011-04-01 00:00:00.000,United Kingdom,2,"93 days 20:57:00",55,922.39,3,3,3
12461.0,2011-07-01 00:00:00.000,Switzerland,2,"93 days 19:53:00",35,826.88,3,2,3
13210.0,2011-09-01 00:00:00.000,United Kingdom,1,"93 days 04:32:00",22,353.48,3,2,2
15071.0,2010-05-01 00:00:00.000,United Kingdom,4,"93 days 01:07:00",54,1455.56,3,3,4
16828.0,2011-08-01 00:00:00.000,United Kingdom,2,"92 days 21:40:00",8,128.50,3,1,1
18093.0,2010-03-01 00:00:00.000,United Kingdom,9,"92 days 21:07:00",63,4429.61,3,3,5
13889.0,2010-01-01 00:00:00.000,United Kingdom,8,"92 days 03:37:00",90,1855.73,3,4,4
15488.0,2010-05-01 00:00:00.000,United Kingdom,5,"92 days 02:39:00",11,431.92,3,1,2
15885.0,2010-01-01 00:00:00.000,United Kingdom,20,"92 days 02:07:00",122,1737.57,3,4,4
18222.0,2011-09-01 00:00:00.000,United Kingdom,1,"92 days 02:05:00",19,443.00,3,2,2
15653.0,2011-08-01 00:00:00.000,United Kingdom,2,"92 days 02:01:00",6,877.44,3,1,3
13244.0,2011-09-01 00:00:00.000,United Kingdom,1,"92 days 01:04:00",27,121.74,3,2,1
13330.0,2010-02-01 00:00:00.000,United Kingdom,6,"92 days 00:23:00",118,2806.18,3,4,4
13848.0,2009-12-01 00:00:00.000,United Kingdom,8,"91 days 23:52:00",11,3335.00,3,1,5
16031.0,2011-04-01 00:00:00.000,United Kingdom,2,"91 days 23:43:00",100,548.94,3,4,2
13249.0,2010-01-01 00:00:00.000,United Kingdom,9,"91 days 23:24:00",35,1608.93,3,2,4
14223.0,2011-03-01 00:00:00.000,United Kingdom,4,"91 days 23:12:00",61,975.23,3,3,3
15400.0,2010-05-01 00:00:00.000,United Kingdom,9,"91 days 22:53:00",28,1252.80,3,2,4
15198.0,2010-01-01 00:00:00.000,United Kingdom,6,"91 days 22:08:00",32,559.45,3,2,2
12592.0,2010-07-01 00:00:00.000,Germany,8,"91 days 21:46:00",84,1152.62,3,4,3
12535.0,2011-06-01 00:00:00.000,France,2,"91 days 04:02:00",34,716.35,3,2,3
13441.0,2010-10-01 00:00:00.000,United Kingdom,2,"91 days 03:12:00",38,720.90,3,3,3
16027.0,2010-01-01 00:00:00.000,United Kingdom,18,"91 days 02:03:00",38,1799.84,3,3,4
14414.0,2010-11-01 00:00:00.000,United Kingdom,9,"91 days 00:41:00",119,2387.48,3,4,4
16309.0,2011-04-01 00:00:00.000,United Kingdom,3,"91 days 00:24:00",44,686.67,3,3,3
14210.0,2010-01-01 00:00:00.000,United Kingdom,21,"90 days 23:55:00",336,5814.32,3,5,5
16723.0,2009-12-01 00:00:00.000,United Kingdom,4,"90 days 23:49:00",130,1301.63,3,4,4
15652.0,2010-08-01 00:00:00.000,United Kingdom,6,"90 days 22:28:00",105,1411.84,3,4,4
14628.0,2010-01-01 00:00:00.000,United Kingdom,5,"90 days 21:52:00",86,1998.00,3,4,4
14837.0,2010-01-01 00:00:00.000,United Kingdom,12,"89 days 01:52:00",213,3445.82,3,5,5
12635.0,2010-09-01 00:00:00.000,Germany,4,"89 days 01:46:00",179,2930.41,3,4,5
15035.0,2011-09-01 00:00:00.000,United Kingdom,1,"89 days 01:42:00",27,252.73,3,2,1
15636.0,2010-05-01 00:00:00.000,United Kingdom,4,"89 days 01:33:00",57,1444.58,3,3,4
16384.0,2010-04-01 00:00:00.000,United Kingdom,4,"89 days 01:31:00",81,1358.95,3,4,4
15939.0,2010-11-01 00:00:00.000,United Kingdom,17,"89 days 01:20:00",162,9047.64,3,4,5
13124.0,2010-11-01 00:00:00.000,United Kingdom,4,"89 days 00:05:00",298,4782.45,3,5,5
14212.0,2010-09-01 00:00:00.000,United Kingdom,2,"89 days 00:05:00",21,2190.14,3,2,4
13372.0,2011-09-01 00:00:00.000,United Kingdom,1,"89 days 00:04:00",23,378.64,3,2,2
18255.0,2010-09-01 00:00:00.000,United Kingdom,2,"88 days 23:34:00",19,303.15,3,2,2
16796.0,2011-09-01 00:00:00.000,United Kingdom,1,"88 days 22:49:00",18,305.62,3,2,2
13611.0,2009-12-01 00:00:00.000,United Kingdom,14,"88 days 21:59:00",236,3281.03,3,5,5
12965.0,2011-09-01 00:00:00.000,United Kingdom,1,"88 days 21:19:00",109,771.91,3,4,3
18215.0,2010-03-01 00:00:00.000,United Kingdom,6,"88 days 20:45:00",91,2238.99,3,4,4
14307.0,2009-12-01 00:00:00.000,United Kingdom,11,"88 days 03:12:00",311,5063.08,3,5,5
15980.0,2010-06-01 00:00:00.000,United Kingdom,9,"88 days 03:09:00",119,6546.28,3,4,5
16209.0,2010-06-01 00:00:00.000,United Kingdom,9,"88 days 00:52:00",67,4146.78,3,3,5
12884.0,2011-09-01 00:00:00.000,United Kingdom,1,"87 days 23:40:00",7,309.05,3,1,2
16141.0,2010-10-01 00:00:00.000,United Kingdom,2,"87 days 23:39:00",50,955.94,3,3,3
17919.0,2010-09-01 00:00:00.000,United Kingdom,2,"87 days 23:09:00",40,1840.32,3,3,4
12924.0,2009-12-01 00:00:00.000,United Kingdom,14,"87 days 22:55:00",76,2423.15,3,3,4
17433.0,2010-11-01 00:00:00.000,United Kingdom,2,"87 days 22:26:00",93,569.96,3,4,2
16475.0,2011-03-01 00:00:00.000,United Kingdom,4,"87 days 22:13:00",28,544.30,3,2,2
15996.0,2010-11-01 00:00:00.000,United Kingdom,8,"87 days 21:36:00",213,1671.00,3,5,4
15673.0,2010-02-01 00:00:00.000,United Kingdom,10,"87 days 20:38:00",288,6409.84,3,5,5
14500.0,2011-06-01 00:00:00.000,United Kingdom,3,"87 days 20:05:00",7,356.85,3,1,2
14276.0,2010-02-01 00:00:00.000,United Kingdom,13,"87 days 19:01:00",144,1929.32,3,4,4
13850.0,2011-08-01 00:00:00.000,United Kingdom,2,"87 days 18:50:00",94,1586.81,3,4,4
16451.0,2009-12-01 00:00:00.000,United Kingdom,4,"87 days 03:33:00",66,1009.40,3,3,3
16098.0,2009-12-01 00:00:00.000,United Kingdom,14,"87 days 02:51:00",163,4448.10,3,4,5
15216.0,2010-03-01 00:00:00.000,United Kingdom,2,"87 days 01:09:00",24,486.09,3,2,2
15343.0,2011-09-01 00:00:00.000,United Kingdom,1,"86 days 22:55:00",21,364.50,3,2,2
14753.0,2010-09-01 00:00:00.000,United Kingdom,2,"86 days 22:00:00",48,869.51,3,3,3
16036.0,2010-03-01 00:00:00.000,United Kingdom,4,"86 days 21:57:00",140,2556.84,3,4,4
18251.0,2009-12-01 00:00:00.000,United Kingdom,9,"86 days 21:47:00",108,26278.86,3,4,5
16959.0,2011-09-01 00:00:00.000,United Kingdom,1,"86 days 21:47:00",7,117.35,3,1,1
14163.0,2010-09-01 00:00:00.000,United Kingdom,5,"86 days 21:32:00",58,2594.62,3,3,4
16229.0,2010-01-01 00:00:00.000,United Kingdom,7,"86 days 19:34:00",180,2835.36,3,4,4
17640.0,2010-03-01 00:00:00.000,United Kingdom,8,"86 days 03:37:00",68,3107.59,3,3,5
12756.0,2011-09-01 00:00:00.000,Japan,1,"86 days 03:19:00",4,112.08,3,1,1
18173.0,2010-04-01 00:00:00.000,United Kingdom,5,"86 days 01:24:00",45,2696.36,3,3,4
14660.0,2011-08-01 00:00:00.000,United Kingdom,2,"86 days 01:16:00",30,285.74,3,2,2
16745.0,2011-02-01 00:00:00.000,United Kingdom,18,"86 days 00:52:00",358,7170.70,3,5,5
17347.0,2011-09-01 00:00:00.000,United Kingdom,1,"85 days 23:38:00",1,228.96,3,1,1
17033.0,2010-11-01 00:00:00.000,United Kingdom,4,"85 days 22:16:00",40,1332.79,3,3,4
13877.0,2010-01-01 00:00:00.000,United Kingdom,5,"85 days 21:01:00",25,446.33,3,2,2
13931.0,2009-12-01 00:00:00.000,United Kingdom,12,"85 days 02:47:00",272,5250.78,3,5,5
17333.0,2011-09-01 00:00:00.000,United Kingdom,1,"85 days 02:39:00",28,494.25,3,2,2
16048.0,2010-06-01 00:00:00.000,United Kingdom,6,"85 days 02:38:00",46,1056.53,3,3,3
13539.0,2010-04-01 00:00:00.000,United Kingdom,9,"85 days 02:32:00",88,1531.26,3,4,4
14915.0,2009-12-01 00:00:00.000,United Kingdom,13,"85 days 02:23:00",92,1752.65,3,4,4
13518.0,2011-09-01 00:00:00.000,United Kingdom,1,"85 days 02:21:00",38,659.44,3,3,3
13662.0,2010-02-01 00:00:00.000,United Kingdom,17,"85 days 00:46:00",148,2183.13,3,4,4
17786.0,2011-01-01 00:00:00.000,United Kingdom,2,"84 days 23:59:00",72,278.74,3,3,2
17047.0,2009-12-01 00:00:00.000,United Kingdom,6,"84 days 23:23:00",142,2289.23,3,4,4
14894.0,2009-12-01 00:00:00.000,United Kingdom,5,"84 days 22:59:00",49,1412.21,3,3,4
15466.0,2009-12-01 00:00:00.000,United Kingdom,4,"84 days 22:42:00",265,1571.01,3,5,4
12722.0,2011-07-01 00:00:00.000,France,6,"84 days 22:00:00",57,904.33,3,3,3
17898.0,2010-05-01 00:00:00.000,United Kingdom,4,"84 days 21:54:00",50,299.18,3,3,2
17846.0,2011-09-01 00:00:00.000,United Kingdom,1,"84 days 21:30:00",1,2033.10,3,1,4
15417.0,2011-09-01 00:00:00.000,United Kingdom,1,"84 days 21:24:00",28,508.80,3,2,2
14105.0,2009-12-01 00:00:00.000,United Kingdom,9,"84 days 20:37:00",293,5703.98,3,5,5
15122.0,2010-03-01 00:00:00.000,United Kingdom,16,"84 days 20:23:00",236,4461.42,3,5,5
17594.0,2010-04-01 00:00:00.000,United Kingdom,4,"84 days 20:16:00",104,2497.88,3,4,4
14420.0,2010-01-01 00:00:00.000,United Kingdom,7,"84 days 19:53:00",97,1627.72,3,4,4
12616.0,2010-11-01 00:00:00.000,France,7,"84 days 19:48:00",59,1045.35,3,3,3
15205.0,2011-08-01 00:00:00.000,United Kingdom,3,"84 days 17:14:00",38,648.83,3,3,3
14177.0,2010-02-01 00:00:00.000,United Kingdom,14,"84 days 02:58:00",211,2224.39,3,5,4
13141.0,2009-12-01 00:00:00.000,United Kingdom,21,"84 days 02:56:00",431,7536.63,3,5,5
16709.0,2009-12-01 00:00:00.000,United Kingdom,14,"84 days 01:54:00",306,9087.46,3,5,5
16108.0,2010-03-01 00:00:00.000,United Kingdom,8,"84 days 00:59:00",143,2171.93,3,4,4
12434.0,2010-11-01 00:00:00.000,Australia,5,"84 days 00:12:00",74,1062.48,3,3,3
12513.0,2011-08-01 00:00:00.000,France,2,"84 days 00:05:00",36,586.79,3,2,3
15099.0,2011-09-01 00:00:00.000,United Kingdom,1,"83 days 23:37:00",23,410.48,3,2,2
14124.0,2011-09-01 00:00:00.000,United Kingdom,1,"83 days 23:18:00",5,419.58,3,1,2
15975.0,2011-09-01 00:00:00.000,United Kingdom,1,"83 days 23:17:00",24,371.01,3,2,2
13563.0,2011-07-01 00:00:00.000,United Kingdom,2,"83 days 22:05:00",49,777.53,3,3,3
15410.0,2010-04-01 00:00:00.000,United Kingdom,10,"83 days 22:03:00",162,4685.72,3,4,5
12871.0,2010-09-01 00:00:00.000,United Kingdom,3,"83 days 21:43:00",18,744.02,3,2,3
15523.0,2009-12-01 00:00:00.000,United Kingdom,18,"83 days 20:21:00",222,17220.04,3,5,5
15947.0,2011-09-01 00:00:00.000,United Kingdom,1,"82 days 02:04:00",29,1708.24,3,2,4
13067.0,2010-09-01 00:00:00.000,United Kingdom,3,"81 days 23:12:00",32,508.51,3,2,2
17802.0,2009-12-01 00:00:00.000,United Kingdom,16,"81 days 21:54:00",559,4915.84,3,5,5
13334.0,2010-02-01 00:00:00.000,United Kingdom,6,"81 days 21:29:00",481,6257.00,3,5,5
16370.0,2011-04-01 00:00:00.000,United Kingdom,4,"81 days 20:55:00",228,1320.56,3,5,4
18094.0,2009-12-01 00:00:00.000,United Kingdom,15,"81 days 03:22:00",131,6322.62,3,4,5
12379.0,2010-06-01 00:00:00.000,Belgium,5,"81 days 02:41:00",82,1618.27,3,4,4
17058.0,2011-04-01 00:00:00.000,United Kingdom,3,"81 days 02:37:00",62,1179.89,3,3,3
13325.0,2011-09-01 00:00:00.000,United Kingdom,1,"81 days 02:14:00",12,675.30,3,1,3
16080.0,2010-09-01 00:00:00.000,United Kingdom,6,"81 days 02:08:00",33,472.90,3,2,2
13562.0,2010-01-01 00:00:00.000,United Kingdom,8,"81 days 01:59:00",196,4838.18,3,5,5
16906.0,2010-05-01 00:00:00.000,United Kingdom,7,"81 days 01:01:00",225,1448.80,3,5,4
18232.0,2011-05-01 00:00:00.000,United Kingdom,5,"81 days 01:01:00",40,582.47,3,3,2
12527.0,2010-06-01 00:00:00.000,Germany,5,"81 days 00:55:00",32,735.51,3,2,3
13774.0,2011-09-01 00:00:00.000,United Kingdom,1,"81 days 00:44:00",22,345.00,3,2,2
12497.0,2010-01-01 00:00:00.000,Germany,4,"81 days 00:21:00",58,6211.75,3,3,5
12752.0,2011-09-01 00:00:00.000,Norway,1,"80 days 23:18:00",53,4366.78,3,3,5
15504.0,2010-02-01 00:00:00.000,United Kingdom,5,"80 days 23:05:00",70,413.90,3,3,2
15675.0,2010-10-01 00:00:00.000,United Kingdom,4,"80 days 23:02:00",35,542.04,3,2,2
13228.0,2011-09-01 00:00:00.000,United Kingdom,1,"80 days 22:22:00",2,358.00,3,1,2
17628.0,2011-09-01 00:00:00.000,United Kingdom,1,"80 days 21:29:00",5,75.75,3,1,1
13375.0,2010-09-01 00:00:00.000,United Kingdom,3,"80 days 20:49:00",72,1786.48,3,3,4
18017.0,2010-10-01 00:00:00.000,United Kingdom,4,"80 days 20:35:00",4,688.00,3,1,3
15764.0,2010-08-01 00:00:00.000,United Kingdom,14,"80 days 20:34:00",259,4453.28,3,5,5
16527.0,2010-10-01 00:00:00.000,United Kingdom,2,"80 days 20:29:00",77,1272.44,3,4,4
16211.0,2010-09-01 00:00:00.000,United Kingdom,4,"80 days 20:27:00",37,1086.34,3,2,3
16428.0,2010-07-01 00:00:00.000,United Kingdom,4,"80 days 20:19:00",137,657.33,3,4,3
17848.0,2009-12-01 00:00:00.000,United Kingdom,31,"80 days 20:01:00",169,3638.15,3,4,5
14236.0,2010-07-01 00:00:00.000,United Kingdom,7,"80 days 03:37:00",52,1732.74,3,3,4
15341.0,2010-05-01 00:00:00.000,United Kingdom,3,"80 days 03:10:00",25,2401.02,3,2,4
16215.0,2011-09-01 00:00:00.000,United Kingdom,1,"80 days 02:32:00",14,242.35,3,1,1
16624.0,2011-05-01 00:00:00.000,United Kingdom,2,"80 days 00:11:00",48,810.57,3,3,3
16777.0,2010-03-01 00:00:00.000,United Kingdom,6,"79 days 23:09:00",148,1277.01,3,4,4
16584.0,2010-02-01 00:00:00.000,United Kingdom,7,"79 days 23:05:00",92,3085.47,3,4,5
15026.0,2010-09-01 00:00:00.000,United Kingdom,5,"79 days 22:58:00",140,1061.61,3,4,3
13356.0,2011-09-01 00:00:00.000,United Kingdom,1,"79 days 22:17:00",42,768.24,3,3,3
13038.0,2011-02-01 00:00:00.000,United Kingdom,3,"79 days 22:13:00",28,908.46,3,2,3
16928.0,2010-02-01 00:00:00.000,United Kingdom,33,"79 days 21:40:00",342,3993.58,3,5,5
17873.0,2009-12-01 00:00:00.000,United Kingdom,20,"79 days 20:09:00",188,6229.56,3,5,5
12435.0,2009-12-01 00:00:00.000,Denmark,6,"79 days 03:44:00",112,13925.93,3,4,5
12390.0,2011-09-01 00:00:00.000,Belgium,1,"79 days 03:17:00",32,549.84,3,2,2
15888.0,2010-07-01 00:00:00.000,United Kingdom,4,"79 days 03:06:00",41,402.12,3,3,2
12701.0,2010-03-01 00:00:00.000,Germany,6,"79 days 02:03:00",147,2446.41,3,4,4
13908.0,2011-03-01 00:00:00.000,United Kingdom,5,"79 days 01:01:00",126,2347.05,3,4,4
17415.0,2011-09-01 00:00:00.000,United Kingdom,1,"79 days",14,507.84,3,1,2
13946.0,2009-12-01 00:00:00.000,United Kingdom,7,"78 days 23:17:00",57,1745.43,3,3,4
12604.0,2011-03-01 00:00:00.000,France,2,"78 days 22:42:00",16,254.18,3,1,1
12550.0,2011-09-01 00:00:00.000,Spain,1,"78 days 22:15:00",57,964.83,3,3,3
16627.0,2011-09-01 00:00:00.000,United Kingdom,1,"78 days 22:12:00",20,322.80,3,2,2
17475.0,2011-09-01 00:00:00.000,United Kingdom,1,"78 days 21:55:00",14,194.37,3,1,1
17731.0,2010-02-01 00:00:00.000,United Kingdom,7,"78 days 21:48:00",115,1347.08,3,4,4
13959.0,2010-07-01 00:00:00.000,United Kingdom,6,"78 days 21:44:00",163,1076.18,3,4,3
14951.0,2011-09-01 00:00:00.000,United Kingdom,1,"78 days 21:35:00",20,311.69,3,2,2
12520.0,2011-03-01 00:00:00.000,Germany,6,"78 days 21:27:00",155,2582.51,3,4,4
14887.0,2011-09-01 00:00:00.000,United Kingdom,1,"78 days 21:18:00",6,1862.00,3,1,4
15433.0,2011-03-01 00:00:00.000,United Kingdom,3,"78 days 20:26:00",53,417.87,3,3,2
13529.0,2011-05-01 00:00:00.000,United Kingdom,2,"78 days 03:35:00",15,307.76,3,1,2
15810.0,2009-12-01 00:00:00.000,United Kingdom,13,"78 days 03:12:00",193,2724.80,3,5,4
15201.0,2010-04-01 00:00:00.000,United Kingdom,14,"78 days 02:57:00",131,1525.90,3,4,4
16213.0,2011-09-01 00:00:00.000,United Kingdom,1,"78 days 02:47:00",6,159.00,3,1,1
15603.0,2010-03-01 00:00:00.000,United Kingdom,3,"78 days 02:46:00",5,74.73,3,1,1
12409.0,2010-05-01 00:00:00.000,Switzerland,13,"78 days 02:12:00",272,23090.47,3,5,5
17460.0,2010-01-01 00:00:00.000,United Kingdom,21,"78 days 01:52:00",156,2007.40,3,4,4
16735.0,2009-12-01 00:00:00.000,United Kingdom,22,"78 days 01:01:00",328,5632.01,3,5,5
12854.0,2009-12-01 00:00:00.000,United Kingdom,11,"78 days 00:35:00",275,2922.37,3,5,5
17027.0,2009-12-01 00:00:00.000,United Kingdom,10,"78 days 00:26:00",188,1285.41,3,5,4
12739.0,2010-11-01 00:00:00.000,United Arab Emirates,4,"77 days 23:50:00",89,2726.73,3,4,4
13486.0,2011-07-01 00:00:00.000,United Kingdom,3,"77 days 23:37:00",69,1122.41,3,3,3
15067.0,2010-04-01 00:00:00.000,United Kingdom,6,"77 days 23:30:00",179,3865.13,3,4,5
14038.0,2010-02-01 00:00:00.000,United Kingdom,8,"77 days 23:13:00",168,3000.93,3,4,5
13220.0,2010-05-01 00:00:00.000,United Kingdom,5,"77 days 23:12:00",53,1336.09,3,3,4
16236.0,2011-09-01 00:00:00.000,United Kingdom,1,"77 days 22:40:00",20,432.20,3,2,2
