"Customer ID","recency","frequency","monetary"
16758.0,"64 days 22:03:00",22,369.34
16561.0,"5 days 01:00:00",31,511.12
13805.0,"51 days 22:00:00",13,924.60
18102.0,"01:00:00",1068,598215.22
13306.0,"429 days 21:55:00",4,53.65
17635.0,"423 days 21:38:00",75,1256.83
12524.0,"8 days 21:19:00",242,11091.36
15010.0,"35 days 00:08:00",20,308.94
16331.0,"431 days 23:03:00",34,2037.70
13853.0,"8 days 04:38:00",24,1056.94
17732.0,"372 days 03:21:00",143,2448.14
15918.0,"190 days 01:08:00",61,582.88
17725.0,"15 days 20:16:00",198,3371.13
18134.0,"597 days 22:48:00",28,445.00
14573.0,"179 days 01:35:00",404,2571.72
13434.0,"73 days 22:20:00",35,1666.86
17886.0,"31 days 02:41:00",176,1598.43
15989.0,"375 days 00:47:00",88,372.51
15975.0,"83 days 23:17:00",24,371.01
15522.0,"32 days 01:24:00",57,398.84
18029.0,"641 days 21:20:00",18,433.77
17204.0,"168 days 22:56:00",190,5263.69
13709.0,"3 days 02:22:00",418,7512.81
18042.0,"53 days 01:01:00",16,281.15
13460.0,"28 days 19:33:00",17,183.44
12672.0,"329 days 03:30:00",25,410.50
16909.0,"63 days 18:44:00",19,364.14
14990.0,"611 days 22:56:00",43,305.42
12493.0,"165 days 02:33:00",23,416.79
17960.0,"170 days 22:35:00",37,135.08
14083.0,"3 days 23:36:00",255,1407.26
15869.0,"276 days 19:27:00",35,323.66
16100.0,"462 days 01:11:00",37,582.64
12752.0,"80 days 23:18:00",53,4366.78
17255.0,"40 days 00:32:00",190,799.13
13228.0,"80 days 22:22:00",2,358.00
12503.0,"337 days 00:59:00",3,0.00
17155.0,"17 days 00:12:00",73,892.46
13918.0,"49 days 00:25:00",30,1212.84
15981.0,"24 days 04:50:00",295,9268.07
17068.0,"11 days 23:36:00",1027,9126.43
14226.0,"28 days 01:16:00",105,2967.78
15298.0,"1 day 19:33:00",453,8356.03
13414.0,"133 days 01:05:00",57,2482.24
17562.0,"13 days 22:29:00",64,1107.38
13343.0,"172 days 01:13:00",22,303.93
14802.0,"429 days 22:01:00",6,-1502.98
14557.0,"63 days 16:14:00",32,0.00
14091.0,"653 days 21:33:00",13,9530.08
16293.0,"8 days 03:37:00",246,4632.20
18245.0,"6 days 22:02:00",463,6236.23
15809.0,"35 days 00:45:00",67,862.88
18228.0,"49 days 17:29:00",32,769.20
14100.0,"137 days 01:49:00",26,194.90
15056.0,"519 days 20:52:00",7,133.45
13761.0,"49 days 22:49:00",122,1952.17
17598.0,"380 days 19:07:00",10,409.98
13783.0,"487 days 03:27:00",10,1542.09
15106.0,"17 days 03:34:00",102,1407.73
14930.0,"108 days 02:19:00",285,5136.64
12875.0,"142 days 21:20:00",8,1356.99
14716.0,"42 days 19:21:00",100,565.45
14837.0,"89 days 01:52:00",213,3445.82
17490.0,"03:42:00",126,2585.06
18238.0,"514 days 23:59:00",14,270.92
16161.0,"1 day 00:40:00",1202,12448.96
17767.0,"14 days 22:08:00",39,413.05
14992.0,"441 days 19:02:00",27,210.50
13712.0,"246 days 00:17:00",33,766.42
14251.0,"1 day 04:18:00",78,2879.70
12749.0,"3 days 02:54:00",398,6328.49
17206.0,"52 days 23:25:00",7,204.24
12894.0,"574 days 22:03:00",21,157.35
13400.0,"573 days 23:25:00",24,300.93
17610.0,"539 days 20:16:00",172,1427.84
18225.0,"2 days 23:23:00",604,12650.91
13474.0,"235 days 22:57:00",130,663.79
12912.0,"2 days 03:55:00",24,1662.30
16451.0,"87 days 03:33:00",66,1009.40
13160.0,"21 days 23:43:00",4,91.80
14119.0,"353 days 22:52:00",12,163.47
16738.0,"297 days 03:04:00",1,3.75
14875.0,"8 days 22:09:00",93,2841.55
15111.0,"28 days 19:52:00",151,2730.87
17086.0,"6 days 22:56:00",96,2050.08
15501.0,"404 days 01:35:00",70,402.50
16368.0,"1 day 23:38:00",98,640.21
15113.0,"9 days 04:27:00",101,3439.41
17908.0,"373 days 01:05:00",280,1357.89
13972.0,"70 days 00:56:00",15,190.25
12812.0,"44 days 02:56:00",15,229.64
14879.0,"684 days 01:15:00",27,185.06
15558.0,"638 days 21:20:00",26,143.33
15736.0,"429 days 16:51:00",106,1717.27
15039.0,"9 days 01:19:00",2810,39742.99
15350.0,"372 days 23:17:00",35,663.25
16946.0,"382 days 22:44:00",76,1199.54
18128.0,"536 days 23:31:00",45,420.04
16425.0,"301 days 22:20:00",21,302.70
14812.0,"598 days 00:37:00",37,185.80
14396.0,"64 days 20:41:00",291,2121.93
15510.0,"330 days 00:40:00",1,250.00
16054.0,"144 days 23:42:00",127,2090.68
14405.0,"386 days 01:10:00",2,195.00
17819.0,"71 days 01:58:00",102,6568.72
17194.0,"273 days 00:45:00",61,812.50
17345.0,"14 days 21:47:00",226,1484.38
15872.0,"14 days 00:55:00",215,795.68
15153.0,"30 days 19:41:00",22,329.25
14775.0,"57 days 21:23:00",80,1418.46
14114.0,"273 days 03:08:00",74,1364.09
15326.0,"333 days 01:12:00",146,1529.82
17887.0,"128 days 19:21:00",10,111.35
16742.0,"46 days 00:48:00",112,2387.71
17481.0,"3 days 00:22:00",83,1249.34
18254.0,"580 days 22:13:00",16,267.90
17378.0,"373 days 18:04:00",2,0.00
16894.0,"501 days 21:07:00",197,1282.36
14341.0,"44 days 21:02:00",268,4443.47
14595.0,"19 days 00:38:00",136,2164.45
17261.0,"509 days 01:01:00",46,230.44
15752.0,"39 days 01:13:00",611,4199.09
16001.0,"380 days 19:40:00",39,519.06
13488.0,"16 days 22:09:00",731,15513.73
13390.0,"74 days 04:12:00",13,544.08
17846.0,"84 days 21:30:00",1,2033.10
13602.0,"64 days 01:03:00",58,1025.17
14477.0,"19 days 01:39:00",17,1960.61
17912.0,"309 days 22:25:00",54,360.10
15160.0,"356 days 22:35:00",23,589.27
17418.0,"41 days 23:50:00",42,670.06
16976.0,"266 days 20:17:00",2,251.52
16014.0,"35 days 01:27:00",294,1121.02
16749.0,"590 days 23:44:00",77,4387.08
18287.0,"42 days 03:21:00",156,4177.89
13286.0,"599 days 21:15:00",49,734.91
14919.0,"538 days 23:44:00",13,359.35
12889.0,"380 days 20:42:00",27,365.66
13325.0,"81 days 02:14:00",12,675.30
12608.0,"404 days 02:01:00",16,415.79
13799.0,"116 days 00:43:00",116,2039.82
15818.0,"587 days 23:52:00",11,340.50
16763.0,"184 days 22:26:00",45,947.75
13610.0,"11 days 21:12:00",419,2144.13
15241.0,"66 days 03:45:00",185,3032.31
16908.0,"721 days 23:12:00",21,153.59
13080.0,"178 days 21:51:00",20,260.83
16513.0,"4 days 02:32:00",35,874.59
12962.0,"6 days 20:55:00",16,266.39
12623.0,"275 days 23:00:00",176,3639.84
16827.0,"392 days 22:46:00",12,392.13
16345.0,"43 days 20:47:00",111,1198.74
15986.0,"29 days 21:33:00",25,354.42
15847.0,"37 days 22:09:00",48,822.57
14133.0,"129 days 01:16:00",38,895.84
13573.0,"49 days 22:17:00",89,916.47
12635.0,"89 days 01:46:00",179,2930.41
17053.0,"128 days 01:55:00",14,496.38
15431.0,"502 days 00:06:00",2,153.24
13737.0,"199 days 20:18:00",30,339.60
17628.0,"80 days 21:29:00",5,75.75
15117.0,"14 days 04:38:00",132,2484.32
16851.0,"3 days 23:18:00",20,342.45
13686.0,"182 days 03:40:00",34,409.04
16394.0,"49 days 17:34:00",100,1412.06
16873.0,"4 days 00:45:00",524,14547.03
13364.0,"66 days 03:02:00",20,0.00
13561.0,"215 days 00:11:00",233,1820.72
17454.0,"191 days 22:52:00",127,1532.64
15397.0,"289 days 03:25:00",6,94.00
18258.0,"463 days 22:30:00",53,2040.97
14934.0,"72 days 03:05:00",248,2444.10
17485.0,"737 days 21:58:00",6,-29.55
12536.0,"7 days 00:07:00",273,4106.82
13053.0,"621 days 01:22:00",17,127.65
16788.0,"122 days 21:57:00",495,1950.30
17504.0,"205 days 23:51:00",359,9313.37
13979.0,"72 days 23:18:00",412,3326.83
15320.0,"43 days 23:23:00",36,267.13
15353.0,"254 days 00:35:00",388,3154.05
16930.0,"25 days 20:37:00",54,380.55
17284.0,"59 days 22:12:00",378,2328.22
13731.0,"218 days 22:17:00",38,610.59
16651.0,"586 days 01:04:00",6,136.20
17344.0,"45 days 23:54:00",70,454.61
15307.0,"95 days 01:12:00",12,205.30
14285.0,"20 days 22:00:00",62,3158.64
14026.0,"470 days 02:19:00",50,713.11
15671.0,"18 days 00:07:00",81,2635.49
13998.0,"446 days 02:30:00",31,566.70
15303.0,"289 days 22:51:00",71,1178.78
14327.0,"162 days 22:52:00",106,1894.93
13479.0,"197 days 20:01:00",58,808.50
17017.0,"2 days 03:18:00",449,8087.41
17122.0,"118 days 22:17:00",30,570.50
15573.0,"31 days 01:12:00",220,1207.18
13584.0,"306 days 00:01:00",88,347.15
15471.0,"1 day 22:38:00",162,1316.56
16423.0,"24 days 03:29:00",18,346.12
14524.0,"31 days 00:21:00",328,2933.71
13596.0,"5 days 00:49:00",166,697.04
16919.0,"155 days 23:15:00",645,5053.81
12643.0,"127 days 23:54:00",56,7880.90
15858.0,"15 days 00:02:00",485,3917.87
12661.0,"435 days 20:04:00",11,162.00
17406.0,"329 days 23:58:00",269,4592.10
12467.0,"385 days 20:57:00",18,0.00
15697.0,"689 days 03:40:00",14,246.75
17679.0,"52 days 05:07:00",105,3166.56
16443.0,"520 days 00:53:00",1,162.24
13764.0,"70 days 00:47:00",376,2953.26
17885.0,"11 days 22:10:00",64,190.19
14424.0,"17 days 01:02:00",1,322.08
14174.0,"32 days 23:33:00",26,134.46
12772.0,"59 days 03:31:00",55,892.47
14279.0,"520 days 04:08:00",3,191.86
14080.0,"32 days 01:41:00",84,1075.73
12986.0,"402 days 01:49:00",142,1991.59
13645.0,"119 days 20:39:00",5,252.10
12544.0,"29 days 01:38:00",20,355.70
12670.0,"9 days 21:27:00",117,3750.39
12649.0,"106 days 22:09:00",124,2238.70
12376.0,"389 days 00:35:00",13,503.15
15182.0,"153 days 23:13:00",128,2942.75
13236.0,"24 days",39,727.27
13046.0,"30 days 04:14:00",56,949.25
15730.0,"65 days 00:19:00",115,1708.18
13813.0,"39 days 02:12:00",153,2686.42
13652.0,"45 days 03:59:00",159,2570.85
15537.0,"162 days 23:40:00",24,110.92
13089.0,"2 days 03:48:00",3438,113214.19
16257.0,"176 days 02:39:00",2,46.95
13087.0,"725 days 21:34:00",15,313.64
12773.0,"563 days 19:11:00",12,0.00
15331.0,"499 days 03:08:00",46,755.41
14111.0,"13 days 23:06:00",11,688.60
12791.0,"373 days 01:23:00",32,777.75
17240.0,"595 days 21:06:00",7,130.60
18111.0,"582 days 23:20:00",30,398.90
13854.0,"8 days 03:44:00",187,12158.21
12468.0,"142 days 23:08:00",163,3624.55
15344.0,"02:05:00",32,476.58
15574.0,"177 days 00:49:00",374,1476.70
13741.0,"71 days 03:31:00",35,666.33
14135.0,"1 day 01:12:00",257,9605.05
17308.0,"392 days 23:31:00",7,4511.76
15791.0,"43 days 02:36:00",180,3541.79
17074.0,"562 days 00:46:00",4,203.05
15788.0,"500 days 00:19:00",15,215.53
15689.0,"119 days 03:13:00",24,521.03
17070.0,"113 days 19:49:00",105,445.32
16665.0,"361 days 22:47:00",9,135.40
17353.0,"128 days 19:31:00",17,3155.55
13335.0,"539 days 21:56:00",1,-955.06
15613.0,"609 days 23:59:00",27,433.72
14634.0,"437 days 02:10:00",118,1971.82
13580.0,"405 days 21:49:00",5,107.75
14947.0,"71 days 21:02:00",54,1049.79
16412.0,"53 days 00:15:00",136,647.23
17116.0,"647 days 20:21:00",47,389.78
12423.0,"02:40:00",166,2612.19
16255.0,"16 days 00:10:00",541,4834.39
13968.0,"422 days 23:28:00",8,123.66
14795.0,"165 days 23:46:00",6,131.45
13227.0,"201 days 01:03:00",9,257.70
14616.0,"242 days 02:56:00",5,527.78
13110.0,"30 days 22:20:00",254,2896.17
16603.0,"74 days 02:44:00",34,482.47
17081.0,"24 days 23:54:00",214,964.39
15290.0,"4 days 01:11:00",301,10355.58
15807.0,"49 days 22:40:00",89,1807.57
13660.0,"395 days 02:49:00",42,303.69
13757.0,"674 days 00:13:00",8,195.55
15240.0,"44 days 03:00:00",245,4315.00
15379.0,"168 days 23:37:00",265,4806.44
13811.0,"183 days 02:56:00",14,591.75
15275.0,"30 days 18:56:00",42,609.19
15438.0,"130 days 22:31:00",25,156.58
13846.0,"24 days 00:43:00",84,1290.34
15660.0,"24 days 19:52:00",165,2764.14
15639.0,"133 days 22:20:00",72,1028.33
13255.0,"3 days 01:54:00",33,895.61
17172.0,"74 days 00:46:00",43,910.99
17266.0,"1 day 22:38:00",127,517.73
14877.0,"417 days 23:41:00",66,437.00
17386.0,"7 days 01:22:00",38,2812.77
15177.0,"425 days 00:02:00",26,948.93
15081.0,"21 days 19:42:00",111,1948.27
12747.0,"1 day 22:16:00",265,9164.59
17216.0,"553 days 23:47:00",14,65.05
15363.0,"240 days 21:02:00",52,996.16
14210.0,"90 days 23:55:00",336,5814.32
16698.0,"226 days 01:58:00",5,1998.00
17083.0,"108 days 21:07:00",117,4035.08
12522.0,"38 days 21:20:00",12,192.72
15755.0,"17:51:00",382,5936.95
13897.0,"49 days 22:20:00",59,1160.72
16083.0,"100 days 02:03:00",71,2351.42
12527.0,"81 days 00:55:00",32,735.51
13035.0,"57 days 00:27:00",45,1328.95
16630.0,"406 days 22:20:00",5,104.30
15288.0,"42 days 19:52:00",181,3883.13
17356.0,"311 days 01:43:00",86,946.47
15388.0,"269 days 22:57:00",10,140.54
17520.0,"53 days 00:46:00",30,546.81
14654.0,"737 days 23:53:00",27,246.86
14571.0,"424 days 21:44:00",31,161.65
15380.0,"8 days 00:37:00",56,3422.20
18214.0,"530 days 01:29:00",62,1480.99
16388.0,"653 days 02:30:00",13,186.05
14256.0,"253 days 20:11:00",139,2397.34
16466.0,"33 days 01:15:00",351,3713.59
13991.0,"11 days 20:32:00",86,850.63
15457.0,"261 days 21:19:00",58,237.07
14972.0,"127 days 21:56:00",20,145.07
12654.0,"10 days 02:40:00",38,601.98
13253.0,"156 days 02:41:00",75,2951.11
13841.0,"252 days 00:40:00",1,85.00
16585.0,"593 days 02:16:00",18,341.59
16526.0,"171 days 00:48:00",35,717.21
17275.0,"382 days 23:24:00",24,114.52
13003.0,"105 days 02:00:00",6,149.05
16797.0,"392 days 17:36:00",414,1786.77
15970.0,"303 days 00:42:00",24,1017.32
15845.0,"17 days 03:08:00",185,4273.65
18026.0,"500 days 02:13:00",17,2074.07
17123.0,"161 days 02:03:00",43,977.17
12359.0,"7 days 01:29:00",375,8714.89
14482.0,"17 days 23:36:00",255,4192.25
18193.0,"150 days 01:54:00",73,1155.70
15347.0,"365 days 21:25:00",43,1333.90
13830.0,"573 days 23:34:00",13,135.95
15463.0,"28 days 23:53:00",7,126.14
15443.0,"1 day 02:10:00",651,5116.14
15473.0,"13 days 21:35:00",17,1740.00
13704.0,"4 days 21:37:00",135,2295.31
17751.0,"420 days 22:53:00",32,157.86
13262.0,"262 days 21:44:00",50,573.45
18022.0,"35 days 00:05:00",496,1651.79
16438.0,"5 days 01:59:00",132,798.35
12609.0,"77 days 20:16:00",176,3417.86
15691.0,"251 days 21:37:00",15,511.80
16452.0,"630 days 00:11:00",18,332.17
15542.0,"511 days 23:08:00",254,895.90
13883.0,"17:30:00",336,6342.74
13920.0,"431 days 00:13:00",88,1734.88
15881.0,"311 days 19:51:00",32,438.24
14265.0,"108 days 23:18:00",79,1373.35
16191.0,"2 days 01:24:00",256,15162.12
15234.0,"276 days 03:57:00",14,197.00
14375.0,"184 days 23:06:00",216,1132.99
16625.0,"274 days",100,1651.08
16746.0,"4 days 00:17:00",997,18031.85
14049.0,"16 days 00:30:00",1107,13064.03
14916.0,"70 days 03:30:00",140,2888.21
15865.0,"40 days 00:07:00",127,2248.92
13140.0,"107 days 21:17:00",122,1215.68
14429.0,"403 days 02:42:00",22,516.28
12475.0,"53 days 02:40:00",61,1149.64
16759.0,"7 days 00:08:00",43,772.84
15269.0,"23 days 03:18:00",35,1225.36
18078.0,"216 days 22:18:00",77,844.60
17983.0,"394 days 23:26:00",24,171.71
12958.0,"399 days 20:34:00",57,539.49
16324.0,"127 days 23:52:00",118,428.68
14299.0,"7 days 20:45:00",371,12827.77
17724.0,"57 days 01:57:00",45,995.65
15720.0,"23 days 22:02:00",155,741.92
16134.0,"21 days 02:45:00",120,2119.99
15789.0,"357 days 22:15:00",140,1932.01
14364.0,"108 days 01:49:00",69,3717.35
14185.0,"330 days 22:58:00",3,197.65
14012.0,"277 days 00:24:00",11,328.80
17787.0,"152 days 01:26:00",165,2601.47
12604.0,"78 days 22:42:00",16,254.18
15318.0,"3 days 01:20:00",33,312.62
13693.0,"324 days 21:27:00",112,1948.32
15063.0,"212 days 23:25:00",5,370.80
14059.0,"266 days 02:44:00",8,183.60
14474.0,"42 days 23:53:00",133,1268.13
17128.0,"334 days 00:48:00",14,157.09
15068.0,"45 days 22:03:00",221,1176.85
16932.0,"52 days 22:38:00",144,440.71
18048.0,"202 days 21:52:00",61,401.73
14476.0,"256 days 21:11:00",19,215.70
17633.0,"30 days 23:25:00",103,1974.89
17563.0,"577 days 21:55:00",35,309.28
15036.0,"71 days 21:08:00",127,465.55
15396.0,"112 days 01:54:00",16,796.38
18116.0,"67 days 01:50:00",574,2154.30
16846.0,"49 days 22:55:00",47,842.41
13947.0,"64 days 22:08:00",5,90.60
17120.0,"232 days 21:29:00",18,307.46
16202.0,"360 days 02:07:00",126,2467.04
14886.0,"252 days 03:54:00",18,364.80
16523.0,"1 day 03:44:00",384,11760.54
17099.0,"532 days 20:25:00",40,582.17
14101.0,"73 days 00:22:00",91,9942.13
15636.0,"89 days 01:33:00",57,1444.58
14018.0,"644 days 22:27:00",13,367.15
14507.0,"23 days 00:29:00",277,3172.49
17571.0,"49 days 20:53:00",353,1703.75
18248.0,"113 days 06:36:00",49,783.02
13011.0,"371 days 19:28:00",6,101.10
13569.0,"16 days 23:43:00",214,893.78
15553.0,"59 days 22:48:00",56,437.23
14527.0,"2 days 00:31:00",2837,25774.54
12951.0,"8 days 00:36:00",201,3164.42
13667.0,"148 days 21:08:00",87,305.02
17664.0,"18 days 01:21:00",80,1166.23
14910.0,"2 days 02:44:00",35,389.86
14740.0,"190 days 21:33:00",238,4068.86
18110.0,"18 days 23:51:00",87,405.18
12904.0,"17 days 22:16:00",72,509.58
16777.0,"79 days 23:09:00",148,1277.01
16489.0,"379 days 22:10:00",6,303.70
12381.0,"4 days 00:06:00",91,1803.96
17019.0,"10 days 23:44:00",715,3951.50
17524.0,"360 days 22:18:00",45,508.90
15231.0,"595 days 18:38:00",17,228.36
16525.0,"1 day 21:43:00",385,23350.74
12720.0,"2 days 04:47:00",533,8047.88
15984.0,"2 days 00:34:00",753,8671.12
16189.0,"15 days 01:03:00",11,215.48
17127.0,"428 days 02:56:00",37,1155.03
16863.0,"28 days 21:27:00",58,977.07
18015.0,"3 days 22:01:00",46,120.03
16140.0,"52 days 01:51:00",73,1536.19
13378.0,"422 days 00:58:00",1,-756.40
13754.0,"151 days 00:59:00",21,447.05
16087.0,"388 days 20:06:00",10,1739.92
15622.0,"2 days 21:53:00",462,7318.08
13962.0,"21 days 04:03:00",23,362.80
14355.0,"365 days 00:34:00",71,1014.45
17956.0,"248 days 23:03:00",1,12.75
17891.0,"161 days 16:42:00",34,203.86
17874.0,"184 days 23:56:00",47,658.26
16559.0,"396 days 22:58:00",18,185.20
15400.0,"91 days 22:53:00",28,1252.80
13313.0,"21 days 20:02:00",191,3423.27
17826.0,"373 days 23:27:00",34,134.59
14315.0,"20 days 21:15:00",137,3168.72
17031.0,"11 days 02:27:00",50,2773.85
13553.0,"674 days 00:29:00",94,517.80
17795.0,"179 days 00:14:00",46,350.39
17914.0,"3 days 00:52:00",80,336.43
16472.0,"433 days 22:54:00",39,789.60
13956.0,"4 days 23:30:00",152,1026.42
13893.0,"297 days 01:20:00",21,821.10
17417.0,"548 days 02:50:00",16,164.18
13220.0,"77 days 23:12:00",53,1336.09
12760.0,"455 days 04:00:00",21,347.80
15419.0,"24 days 03:27:00",8,135.86
12698.0,"589 days 20:59:00",16,339.75
16386.0,"28 days 00:22:00",147,1102.59
17717.0,"420 days 23:56:00",26,376.92
13983.0,"29 days 01:44:00",359,6993.41
16699.0,"379 days 22:12:00",63,964.90
14298.0,"2 days 21:46:00",2868,90489.31
16499.0,"359 days 21:30:00",151,2491.74
15460.0,"353 days 20:42:00",58,216.76
13724.0,"636 days 21:22:00",42,213.01
13504.0,"63 days 23:30:00",22,295.93
16721.0,"261 days 20:42:00",37,292.47
14191.0,"1 day 03:27:00",271,4713.41
14851.0,"22 days 22:30:00",42,829.41
15155.0,"382 days 23:51:00",24,383.97
17995.0,"281 days 00:20:00",29,495.48
13410.0,"8 days 03:52:00",53,2172.51
14271.0,"225 days 00:03:00",39,219.13
13163.0,"609 days 20:29:00",4,0.00
17156.0,"483 days 20:57:00",41,572.07
17709.0,"169 days 00:55:00",40,671.01
15968.0,"387 days 23:46:00",85,418.05
15843.0,"303 days 02:31:00",8,118.95
16623.0,"245 days 02:41:00",52,1002.49
16459.0,"729 days 00:08:00",5,71.79
13700.0,"25 days 23:50:00",247,2586.21
16018.0,"38 days 22:37:00",56,698.13
14706.0,"618 days 01:41:00",28,390.69
16801.0,"162 days 21:17:00",121,867.83
12429.0,"8 days 19:28:00",174,7435.51
15514.0,"11 days 22:10:00",380,5422.28
16574.0,"70 days 23:11:00",86,1301.78
17985.0,"21 days 22:26:00",23,634.95
13906.0,"408 days 21:50:00",1,42.00
17869.0,"106 days 20:34:00",98,1036.16
12966.0,"9 days 00:12:00",10,160.18
14725.0,"24 days 00:08:00",107,1264.84
14384.0,"500 days 02:57:00",3,58.50
15905.0,"542 days 20:50:00",22,114.69
13368.0,"256 days 02:51:00",53,1086.10
15392.0,"4 days 01:49:00",145,2891.82
15583.0,"375 days 21:46:00",46,107.86
14376.0,"682 days 21:14:00",18,215.46
14586.0,"226 days 19:18:00",27,134.16
17884.0,"3 days 01:17:00",489,3028.89
17088.0,"27 days 22:27:00",115,1991.01
18212.0,"325 days 20:36:00",55,546.72
15256.0,"148 days 01:03:00",10,170.40
14730.0,"22:11:00",501,2005.06
15174.0,"322 days 03:44:00",34,481.46
14813.0,"369 days 00:53:00",177,1090.87
16044.0,"434 days 18:38:00",19,340.84
15650.0,"514 days 20:48:00",37,539.03
16437.0,"380 days 19:51:00",21,301.25
13491.0,"51 days 04:18:00",268,4566.56
18003.0,"375 days 21:41:00",25,358.61
13166.0,"281 days 22:22:00",70,881.68
16049.0,"39 days 23:31:00",501,1899.68
12412.0,"74 days 02:34:00",131,2581.03
12356.0,"22 days 04:10:00",143,6373.68
17821.0,"405 days 23:30:00",6,334.62
12638.0,"32 days 23:39:00",48,921.49
16636.0,"437 days 23:37:00",73,3802.04
13875.0,"53 days 03:14:00",270,4814.37
16133.0,"3 days 01:26:00",584,22228.88
14098.0,"36 days 02:37:00",21,147.35
16570.0,"8 days 03:54:00",261,6841.82
17014.0,"7 days 22:41:00",75,565.58
14604.0,"632 days 23:50:00",23,143.86
15951.0,"17:53:00",61,974.52
14065.0,"388 days 20:37:00",50,889.37
13213.0,"56 days 01:08:00",209,3834.62
14391.0,"576 days 03:08:00",14,135.60
13579.0,"14 days 04:09:00",92,1535.84
13719.0,"14 days 21:24:00",251,2815.25
16511.0,"21 days 02:09:00",320,1819.02
16012.0,"34 days 23:25:00",241,2989.79
16031.0,"91 days 23:43:00",100,548.94
17065.0,"142 days 22:05:00",13,82.35
14646.0,"1 day 00:38:00",3890,523342.07
16060.0,"400 days 00:40:00",24,541.95
16508.0,"629 days 23:09:00",45,248.80
16312.0,"431 days 22:35:00",10,171.15
17746.0,"234 days 01:24:00",40,873.43
12452.0,"16 days 02:22:00",23,428.57
16768.0,"47 days 02:12:00",175,1647.07
16367.0,"36 days 23:37:00",229,1362.40
15810.0,"78 days 03:12:00",193,2724.80
15739.0,"65 days 23:08:00",8,449.12
17420.0,"49 days 21:58:00",59,1074.53
13144.0,"332 days 01:35:00",6,135.35
17790.0,"26 days 01:20:00",304,2783.61
14372.0,"442 days 20:33:00",39,830.18
17863.0,"58 days 23:05:00",276,5745.20
15477.0,"649 days 02:13:00",2,368.40
15094.0,"462 days 19:55:00",5,83.00
15606.0,"56 days 23:18:00",159,4733.47
14651.0,"66 days 20:58:00",288,2034.12
12388.0,"15 days 00:20:00",146,3901.11
16650.0,"71 days 02:59:00",98,1916.11
18205.0,"35 days 23:28:00",32,517.36
17855.0,"372 days 03:06:00",34,417.94
14530.0,"25 days 02:12:00",489,6077.15
12437.0,"1 day 01:15:00",583,12394.85
15684.0,"546 days 17:59:00",14,147.80
16350.0,"20 days 20:57:00",130,2206.49
17942.0,"7 days 02:05:00",2,77.50
17217.0,"233 days 19:31:00",29,218.00
13510.0,"23:04:00",302,4488.39
16220.0,"727 days 23:14:00",1,-10.17
17735.0,"1 day 20:03:00",901,17162.58
18187.0,"622 days 22:25:00",54,682.19
13314.0,"1 day 00:21:00",75,578.66
13171.0,"7 days 21:44:00",48,426.81
14908.0,"73 days 23:54:00",14,381.90
15853.0,"51 days 02:12:00",30,110.80
13145.0,"39 days 00:05:00",11,1419.77
18095.0,"312 days",48,2303.09
14929.0,"31 days 19:29:00",34,836.69
17962.0,"141 days 22:34:00",202,673.02
16313.0,"2 days 23:48:00",16,274.15
15345.0,"34 days 23:26:00",23,367.69
17020.0,"541 days 23:44:00",69,935.62
16275.0,"196 days 00:09:00",111,2151.11
14971.0,"34 days 19:43:00",160,1116.57
16226.0,"202 days 22:09:00",31,672.17
14196.0,"106 days 02:25:00",6,335.52
17994.0,"121 days 01:07:00",318,2262.87
16446.0,"03:23:00",5,-6.10
17980.0,"165 days 00:49:00",66,1033.42
13429.0,"10 days 03:40:00",67,1006.80
15229.0,"585 days 23:00:00",9,160.50
16121.0,"56 days 23:51:00",360,1457.19
14935.0,"296 days 22:06:00",26,2849.83
13387.0,"416 days 22:43:00",73,189.44
13361.0,"471 days 21:54:00",34,1450.50
14381.0,"51 days 19:40:00",114,631.34
17495.0,"7 days 00:42:00",53,759.07
17171.0,"288 days 20:13:00",25,384.59
15084.0,"379 days 00:52:00",31,965.20
14767.0,"473 days 21:56:00",18,382.81
18233.0,"325 days 04:06:00",1,440.00
18272.0,"2 days 00:07:00",232,4347.33
13943.0,"577 days 01:20:00",15,246.54
17684.0,"43 days 01:40:00",15,239.41
15125.0,"24 days 22:53:00",261,16124.33
15695.0,"266 days 04:18:00",59,1131.04
18243.0,"413 days 22:21:00",26,515.78
13480.0,"416 days 00:57:00",41,627.82
12884.0,"87 days 23:40:00",7,309.05
12864.0,"137 days 23:47:00",7,299.57
14518.0,"63 days 22:07:00",16,174.37
17067.0,"724 days 04:11:00",13,454.54
14094.0,"439 days 00:48:00",48,334.27
15547.0,"6 days 23:58:00",1360,10140.89
12849.0,"30 days 23:09:00",148,3090.56
17193.0,"35 days 00:03:00",48,2254.60
13713.0,"407 days 20:32:00",82,743.26
17728.0,"3 days 03:58:00",251,3861.13
14861.0,"51 days 23:56:00",95,1318.40
14386.0,"296 days 03:05:00",7,142.40
12983.0,"597 days 23:52:00",30,490.08
12870.0,"365 days 22:23:00",97,1647.15
16657.0,"9 days 01:02:00",208,933.62
13616.0,"567 days 23:51:00",37,288.10
15200.0,"494 days 03:12:00",30,549.05
12727.0,"10 days 01:04:00",205,5646.53
15707.0,"34 days 22:15:00",214,945.58
12891.0,"185 days 00:19:00",12,819.50
14454.0,"375 days 23:24:00",111,970.70
16190.0,"39 days 20:51:00",119,2723.55
12627.0,"10 days 00:43:00",230,4478.53
